id,instant,player_pseudo,turn_id,move,accuracy,points
158,2024-09-01 09:19:44.918407+00,Ignatius Perdu,1137,g5g6,0.87717116,224
159,2024-09-01 10:53:58.381531+00,Aeronwy Dépressive,1150,h3h2,1,256
160,2024-09-01 10:54:17.146353+00,Aeronwy Dépressive,1150,c6e5,0.7311132,187
161,2024-09-01 13:08:41.869606+00,Aeronwy Dépressive,1168,d6c5,1,256
162,2024-09-01 14:07:37.911836+00,Ignatius Perdu,1175,c6c7,0.927699,244
163,2024-09-01 14:07:46.62881+00,Ignatius Perdu,1175,g8d5,0.91939884,242
164,2024-09-01 14:07:48.911301+00,Ignatius Perdu,1175,g8e6,0.91939884,242
165,2024-09-01 14:40:23.615792+00,Aeronwy Dépressive,1180,h3h2,0.66220826,169
166,2024-09-01 14:41:15.04536+00,Aeronwy Dépressive,1180,d4d3,1,256
167,2024-09-01 16:53:00.43551+00,Ignatius Perdu,1197,c6c7,0.68874735,181
168,2024-09-01 16:53:26.270982+00,Ignatius Perdu,1197,h3g4,1,263
169,2024-09-01 18:16:35.658316+00,Ignatius Perdu,1209,h4g3,1,263
170,2024-09-01 20:56:06.536714+00,Aeronwy Dépressive,1230,d3f4,0.89208585,228
171,2024-09-01 20:56:06.59927+00,Aeronwy Dépressive,1230,d3f2,1,256
172,2024-09-02 06:14:38.28526+00,Aeronwy Dépressive,1304,"",0,0
173,2024-09-02 06:42:39.265957+00,Elowen Brutale,1308,d7d5,0.90049595,237
174,2024-09-02 07:15:48.226954+00,Ignatius Perdu,1309,e2e3,1,263
175,2024-09-02 07:16:11.394254+00,Ignatius Perdu,1309,d1d2,0.7279145,192
176,2024-09-02 07:16:12.932386+00,Ignatius Perdu,1309,d1d3,0.73088294,192
177,2024-09-02 07:16:25.86228+00,Ignatius Perdu,1309,g1f3,1,263
202,2024-09-02 08:42:03.327802+00,Ignatius Perdu,1361,f2f4,0.46265358,128
203,2024-09-02 09:37:58.577021+00,Remus Machiavélique,1368,f5g4,0.76426786,211
204,2024-09-02 11:39:34.138888+00,Remus Machiavélique,1384,g6f5,0.89554894,248
205,2024-09-02 12:03:22.374683+00,Remus Machiavélique,1388,f6g5,1,277
206,2024-09-02 12:18:10.535394+00,Remus Machiavélique,1390,c6b5,0.99716985,276
207,2024-09-02 12:33:11.537521+00,Remus Machiavélique,1392,h6g5,1,283
208,2024-09-02 12:35:53.449255+00,Basil Obsédé,1392,h6g5,1,214
209,2024-09-02 12:58:31.179865+00,Elysia Brutale,1395,a1c1,0.96272284,278
210,2024-09-02 13:06:40.663607+00,Remus Machiavélique,1396,h7h3,1,283
211,2024-09-02 13:21:26.783652+00,Remus Machiavélique,1398,b5a4,1,283
212,2024-09-02 13:21:31.658879+00,Basil Obsédé,1398,b5a4,1,214
213,2024-09-02 13:25:27.211145+00,Ignatius Perdu,1399,c1a1,0.972336,281
214,2024-09-02 13:52:23.271538+00,Remus Machiavélique,1402,h2h1,1,283
215,2024-09-02 13:52:34.439104+00,Basil Obsédé,1402,h2h1,1,214
216,2024-09-02 14:03:46.307203+00,Remus Machiavélique,1404,c8b8,0.9752926,276
217,2024-09-02 14:04:12.319414+00,Basil Obsédé,1404,c8b8,0.9752926,208
218,2024-09-02 14:06:46.698348+00,Remus Machiavélique,1404,c8c7,0.9728443,275
219,2024-09-02 14:06:48.099398+00,Remus Machiavélique,1404,c8b8,0.9752926,208
220,2024-09-02 14:06:48.17506+00,Aeronwy Dépressive,1404,c8b7,0.9929792,281
221,2024-09-02 14:13:31.032947+00,Aradia Impitoyable,1405,a1h1,0.97529566,281
222,2024-09-02 14:13:54.004041+00,Ignatius Perdu,1405,a1h1,0.97529566,214
223,2024-09-02 14:35:40.959793+00,Basil Obsédé,1408,b8b3,1,283
224,2024-09-02 14:35:48.147448+00,Remus Machiavélique,1408,b8b3,1,214
225,2024-09-02 15:03:20.770669+00,Remus Machiavélique,1412,a4a3,0.97280127,275
226,2024-09-02 15:03:32.116694+00,Basil Obsédé,1412,a4a3,0.97280127,208
227,2024-09-02 15:18:44.163208+00,Remus Machiavélique,1414,b3a3,1,283
228,2024-09-02 15:18:48.365279+00,Basil Obsédé,1414,b3a3,1,214
229,2024-09-02 15:32:51.527069+00,Remus Machiavélique,1416,a8b8,1,289
230,2024-09-02 15:33:02.322767+00,Basil Obsédé,1416,a8b8,1,219
231,2024-09-02 15:50:54.738033+00,Basil Obsédé,1418,b8b2,1,289
232,2024-09-02 15:50:59.460719+00,Remus Machiavélique,1418,b8b2,1,219
233,2024-09-02 16:02:59.823945+00,Remus Machiavélique,1420,a3a1,1,289
234,2024-09-02 16:03:04.571554+00,Basil Obsédé,1420,a3a1,1,219
235,2024-09-02 18:49:02.665489+00,Ignatius Perdu,1442,g1f3,1,289
236,2024-09-02 20:38:53.550944+00,Ignatius Perdu,1456,d2d3,0.84888357,245
237,2024-09-02 21:33:10.745281+00,Ignatius Perdu,1464,d3e4,0.78715575,227
238,2024-09-02 21:33:34.535596+00,Ignatius Perdu,1464,g5f4,0.8432733,243
239,2024-09-02 21:33:55.645054+00,Ignatius Perdu,1464,f2f7,1,289
240,2024-09-03 06:08:52.792996+00,Ignatius Perdu,1532,f3d4,0.5303378,153
241,2024-09-03 06:09:15.566424+00,Ignatius Perdu,1532,f3g5,0.91923326,265
242,2024-09-03 06:09:19.710756+00,Ignatius Perdu,1532,f3e5,0.7031393,203
243,2024-09-03 08:25:49.477169+00,Azura Épouvantable,1551,e8f7,1,299
244,2024-09-03 09:13:17.856703+00,Azura Épouvantable,1557,g5f4,1,299
245,2024-09-03 09:25:58.668184+00,Azura Épouvantable,1559,f4e3,0.673349,201
246,2024-09-03 09:41:44.12883+00,Azura Épouvantable,1561,e3d2,0.92521334,277
247,2024-09-03 09:55:50.55062+00,Azura Épouvantable,1563,d8h4,0.95906836,287
248,2024-09-03 10:09:27.468585+00,Ignatius Perdu,1564,g4f5,0.8647313,259
249,2024-09-03 10:30:31.925127+00,Remus Machiavélique,1567,g6f4,0.79730207,238
250,2024-09-03 10:30:49.108253+00,Remus Machiavélique,1567,c8f5,0.85294056,255
251,2024-09-03 10:31:34.561742+00,Remus Machiavélique,1567,c5e3,1,299
252,2024-09-03 10:45:04.517565+00,Remus Machiavélique,1569,h4f2,1,299
253,2024-09-03 11:19:24.222196+00,Ignatius Perdu,1574,b7a8,0.9900047,296
254,2024-09-03 12:11:07.158727+00,Remus Machiavélique,1581,c5d4,0.9053611,271
255,2024-09-03 12:26:41.263329+00,Remus Machiavélique,1583,c8d7,0.8038529,240
256,2024-09-03 12:32:45.44838+00,Basil Obsédé,1583,c8d7,0.8038529,185
257,2024-09-03 12:43:16.09071+00,Remus Machiavélique,1585,g6f4,0.89425147,267
258,2024-09-03 12:55:46.666619+00,Basil Obsédé,1587,h8a8,1,299
259,2024-09-03 12:55:54.238275+00,Remus Machiavélique,1587,h8a8,1,230
260,2024-09-03 13:17:20.444241+00,Remus Machiavélique,1589,d7a4,1,299
261,2024-09-03 13:17:41.408136+00,Basil Obsédé,1589,d7a4,1,230
262,2024-09-03 13:26:36.149374+00,Basil Obsédé,1591,e7f7,0.8877506,265
263,2024-09-03 13:29:39.216471+00,Remus Machiavélique,1591,e7f7,0.8877506,204
264,2024-09-03 13:46:26.232681+00,Basil Obsédé,1593,h5h4,0.8923019,267
265,2024-09-03 13:47:20.257101+00,Basil Obsédé,1593,a8c8,1,299
266,2024-09-03 13:47:30.409726+00,Remus Machiavélique,1593,a8c8,1,230
267,2024-09-03 13:56:58.819611+00,Remus Machiavélique,1595,c8c2,1,299
268,2024-09-03 13:57:36.699854+00,Basil Obsédé,1595,c8c2,1,230
269,2024-09-03 14:11:25.344224+00,Basil Obsédé,1597,d4d3,1,299
270,2024-09-03 14:12:26.258161+00,Basil Obsédé,1597,c2c1,1,299
271,2024-09-03 14:12:59.891232+00,Remus Machiavélique,1597,c2c1,1,230
272,2024-09-03 14:35:12.672933+00,Remus Machiavélique,1600,d7d5,0.89693284,268
273,2024-09-03 14:48:55.493785+00,Remus Machiavélique,1602,d5e4,0.99481666,298
274,2024-09-03 15:05:12.515782+00,Remus Machiavélique,1604,g8f6,1,299
275,2024-09-03 15:18:41.988387+00,Remus Machiavélique,1606,e7e5,0.9044734,270
276,2024-09-03 16:59:29.043389+00,Ignatius Perdu,1619,e2g3,1,304
277,2024-09-03 17:45:56.721656+00,Ignatius Perdu,1625,f4e5,0.7440275,226
278,2024-09-03 17:46:13.368792+00,Ignatius Perdu,1625,a6c8,1,304
279,2024-09-04 06:30:24.124781+00,Ignatius Perdu,1727,a2b2,0.96924543,295
280,2024-09-04 06:44:13.111666+00,Ignatius Perdu,1729,f7h5,1,304
281,2024-09-04 08:19:57.47177+00,Remus Machiavélique,1742,b4b5,0.8860871,269
282,2024-09-04 09:16:09.402054+00,Amara Intraitable,1749,b2a2,0.5525301,170
283,2024-09-04 09:21:40.818274+00,Remus Machiavélique,1750,c6d6,0.96339345,293
284,2024-09-04 09:34:02.49234+00,Remus Machiavélique,1752,d6c5,0.8937848,272
285,2024-09-04 09:50:08.746407+00,Remus Machiavélique,1754,c3f6,0.7937137,245
286,2024-09-04 09:50:19.69446+00,Remus Machiavélique,1754,c5d4,0.9788546,302
287,2024-09-04 11:49:43.593579+00,Remus Machiavélique,1770,g3h2,1,309
288,2024-09-04 12:02:15.137792+00,Fenella Terrifiante,1771,g2g3,0.9606539,301
289,2024-09-04 12:02:17.128867+00,Fenella Terrifiante,1771,g2g3,0.9606539,301
290,2024-09-04 12:02:18.214021+00,Fenella Terrifiante,1771,g2g3,0.9606539,301
291,2024-09-04 12:02:34.25571+00,Fenella Terrifiante,1771,e6d5,0.9950332,311
292,2024-09-04 12:02:35.144351+00,Fenella Terrifiante,1771,g2g3,0.9606539,301
293,2024-09-04 12:20:26.308317+00,Remus Machiavélique,1774,h2h1q,1,309
294,2024-09-04 13:07:34.027671+00,Remus Machiavélique,1780,d6c5,1,309
295,2024-09-04 13:07:37.698835+00,Remus Machiavélique,1780,a4a3,0.98146737,303
296,2024-09-04 13:23:26.303915+00,Remus Machiavélique,1782,a3a2,0.93821126,294
297,2024-09-04 13:50:30.953868+00,Remus Machiavélique,1786,a2a1q,1,313
298,2024-09-04 14:04:15.790896+00,Remus Machiavélique,1788,c7f4,1,313
299,2024-09-04 14:05:05.821341+00,Basil Obsédé,1788,c7f4,1,244
300,2024-09-04 14:19:12.984707+00,Remus Machiavélique,1790,a1c1,1,313
301,2024-09-04 14:34:53.503557+00,Remus Machiavélique,1792,c1c4,1,313
302,2024-09-04 14:35:21.863108+00,Remus Machiavélique,1792,c1d2,0.9085518,284
303,2024-09-04 14:35:48.418975+00,Remus Machiavélique,1792,c1f1,1,313
304,2024-09-04 14:37:18.966089+00,Remus Machiavélique,1792,c1f1,1,313
305,2024-09-04 14:49:04.203839+00,Remus Machiavélique,1794,f1c4,1,313
306,2024-09-04 14:49:19.145129+00,Remus Machiavélique,1794,c5c4,1,313
307,2024-09-04 14:53:36.285156+00,Basil Obsédé,1794,c5c4,1,244
308,2024-09-04 15:03:43.717508+00,Basil Obsédé,1796,f1c1,1,313
309,2024-09-04 15:07:29.524257+00,Remus Machiavélique,1796,f1c1,1,244
310,2024-09-04 16:54:40.720904+00,Ignatius Dément,1810,e4f5,1,313
311,2024-09-04 18:10:02.883369+00,Ignatius Dément,1820,d1g4,0.37689197,118
312,2024-09-04 18:10:16.38272+00,Ignatius Dément,1820,c5c4,0.22595948,70
313,2024-09-04 18:10:30.63767+00,Ignatius Dément,1820,d1g4,0.37689197,118
314,2024-09-04 18:10:46.721246+00,Ignatius Dément,1820,a3c4,0.3658679,114
315,2024-09-04 18:20:54.734476+00,Ignatius Dément,1822,d2e3,0.88842607,278
316,2024-09-04 18:34:31.740334+00,Ignatius Dément,1824,c4e5,0.90846175,284
317,2024-09-04 18:48:56.693122+00,Ignatius Dément,1826,c5d5,0.9417684,295
318,2024-09-04 18:55:32.847413+00,Ignatius Perdu,1826,c5d5,0.9417684,230
319,2024-09-04 19:04:03.092895+00,Ignatius Dément,1828,d5d8,0.9709291,304
320,2024-09-04 19:04:28.677646+00,Ignatius Dément,1828,b5a6,0.97462624,305
321,2024-09-04 19:04:40.893995+00,Ignatius Dément,1828,d5d8,0.9709291,304
322,2024-09-04 19:04:57.157165+00,Ignatius Dément,1828,b5a6,0.97462624,305
323,2024-09-04 19:07:18.328024+00,Ignatius Perdu,1828,b5a6,0.97462624,238
324,2024-09-04 19:07:29.885164+00,Ignatius Perdu,1828,e5f7,0.8148248,255
325,2024-09-04 19:07:34.767631+00,Ignatius Perdu,1828,e5c6,0.9696646,304
326,2024-09-04 19:07:44.840504+00,Ignatius Perdu,1828,d5d8,0.9709291,304
327,2024-09-04 19:33:49.084593+00,Ignatius Dément,1832,d5f5,1,313
328,2024-09-04 21:18:28.641847+00,Ignatius Dément,1846,d6e7,1,313
329,2024-09-05 06:31:57.004287+00,Remus Machiavélique,1919,d4b3,0.12650123,39
330,2024-09-05 06:43:07.686266+00,Remus Machiavélique,1921,g3g2,0.5200955,163
331,2024-09-05 06:47:12.880997+00,Remus Machiavélique,1921,b7a6,0.32428756,101
332,2024-09-05 07:00:29.434361+00,Remus Machiavélique,1923,b3d2,0.10677687,33
333,2024-09-05 07:01:02.965403+00,Remus Machiavélique,1923,b3d4,0.051281344,16
334,2024-09-05 07:24:21.332772+00,Ignatius Perdu,1926,f1g2,1,317
335,2024-09-05 07:24:35.907131+00,Ignatius Perdu,1926,f3d4,0.36452755,115
336,2024-09-05 07:25:19.061606+00,Ignatius Perdu,1926,a4d4,0.38324958,121
337,2024-09-05 07:27:22.016987+00,Remus Machiavélique,1927,e5d4,1,313
338,2024-09-05 07:28:02.247633+00,Remus Machiavélique,1927,g2h1q,0.9048857,283
339,2024-09-05 07:28:41.470137+00,Basil Obsédé,1927,g2h1q,0.9048857,221
340,2024-09-05 07:45:08.980001+00,Remus Machiavélique,1929,h1c1,0.98102397,307
341,2024-09-05 07:57:29.067713+00,Remus Machiavélique,1931,g8g2,0.98048455,311
342,2024-09-05 08:00:14.412987+00,Remus Machiavélique,1931,e5e4,0.86569947,275
343,2024-09-05 08:00:57.612369+00,Remus Machiavélique,1931,g8g4,0.7139444,226
344,2024-09-05 08:01:28.520971+00,Remus Machiavélique,1931,g8g3,0.9574971,304
345,2024-09-05 08:26:33.917492+00,Ptolemy Brillant,1935,d6d2,1,321
346,2024-09-05 08:27:21.872964+00,Ptolemy Brillant,1935,d8e8,0.95932263,308
347,2024-09-05 08:27:24.94904+00,Ptolemy Brillant,1935,d6d2,1,321
348,2024-09-05 08:27:41.407072+00,Remus Machiavélique,1935,g3f3,1,321
349,2024-09-05 08:42:09.51247+00,Ptolemy Brillant,1937,d6d2,1,321
350,2024-09-05 08:42:21.131241+00,Ptolemy Brillant,1937,e5f4,1,321
351,2024-09-05 08:43:33.87297+00,Remus Machiavélique,1937,c1d2,1,321
352,2024-09-05 08:44:21.194247+00,Remus Machiavélique,1937,d6d2,1,321
353,2024-09-05 08:45:27.958855+00,Remus Machiavélique,1937,c1d2,1,321
354,2024-09-05 08:45:32.83986+00,Basil Obsédé,1937,c1d2,1,252
355,2024-09-05 08:58:15.874848+00,Basil Obsédé,1939,d6d4,1,321
356,2024-09-05 09:12:28.124639+00,Remus Machiavélique,1941,d4f4,1,321
357,2024-09-05 09:26:26.438127+00,Remus Machiavélique,1943,d2e2,1,325
358,2024-09-05 09:26:27.205946+00,Demetria Spectrale,1943,d2e3,1,325
359,2024-09-05 09:38:27.426104+00,Oberon Intraitable,1944,g1h1,1,329
360,2024-09-05 09:41:15.2305+00,Remus Machiavélique,1945,e3e2,1,325
361,2024-09-05 09:41:17.844934+00,Basil Obsédé,1945,e3e2,1,256
362,2024-09-05 09:56:59.410883+00,Remus Machiavélique,1947,f4f1,1,325
363,2024-09-05 09:57:18.273626+00,Basil Obsédé,1947,f4f1,1,256
364,2024-09-05 10:01:04.266603+00,Demetria Spectrale,1947,e2f2,1,325
365,2024-09-05 10:56:17.748275+00,Ignatius Perdu,1955,e2e4,0.96263987,317
366,2024-09-05 11:55:57.61285+00,Ptolemy Brillant,1962,d7d6,0.012975487,4
367,2024-09-05 12:05:14.050947+00,Ptolemy Brillant,1964,f4h2,0.35458905,116
368,2024-09-05 12:19:13.016529+00,Aeronwy Dépressive,1966,h2g1,0.8398637,276
369,2024-09-05 12:43:08.417007+00,Isidore Intraitable,1969,e4f5,0.85362285,284
370,2024-09-05 12:54:40.264234+00,Ligeia Calculatrice,1970,h6f5,0.9571432,318
371,2024-09-05 12:56:52.820445+00,Isidore Intraitable,1971,e2e3,0.7105671,239
372,2024-09-05 13:04:04.949725+00,Ligeia Calculatrice,1972,f5e3,1,336
373,2024-09-05 13:04:10.917173+00,Ferdinand Obsédé,1972,f5e3,1,267
374,2024-09-05 13:19:06.800579+00,Ferdinand Obsédé,1974,g1f1,1,336
375,2024-09-05 13:23:01.117619+00,Ligeia Calculatrice,1974,g1f1,1,267
402,2024-09-05 14:59:39.5744+00,Remus Machiavélique,2005,c6a5,0.2866478,96
403,2024-09-05 15:10:08.181817+00,Ignatius Perdu,2006,d2d4,0.34261045,116
404,2024-09-05 15:10:17.707053+00,Ignatius Perdu,2006,b3b4,0.3340907,113
405,2024-09-05 15:26:41.718024+00,Remus Machiavélique,2009,c4a3,1,340
406,2024-09-05 15:36:58.20963+00,Lysander Obscur,2010,c1a3,0.94544595,321
407,2024-09-05 16:07:09.913469+00,Ignatius Perdu,2014,e2e4,1,340
408,2024-09-05 16:50:52.342913+00,Ignatius Perdu,2020,e4e5,0.1992452,67
409,2024-09-05 18:58:27.796579+00,Aeronwy Dépressive,2037,e6f5,0.80734265,274
410,2024-09-05 18:58:32.19018+00,Aeronwy Dépressive,2037,d7c6,1,340
411,2024-09-05 18:58:48.560641+00,Aeronwy Dépressive,2037,b7c6,1,340
412,2024-09-05 19:11:46.136818+00,Aeronwy Dépressive,2039,b3c1,0.98747456,335
413,2024-09-05 20:18:49.203643+00,Ignatius Perdu,2048,h4g2,1,343
414,2024-09-05 20:48:28.856658+00,Aeronwy Dépressive,2051,e6e5,0.96729374,328
415,2024-09-05 21:18:56.239103+00,Lysander Obscur,2056,b4c5,1,346
416,2024-09-05 21:19:51.547903+00,Ignatius Perdu,2056,e3c4,0.9684848,335
417,2024-09-05 21:28:23.84158+00,Remus Machiavélique,2057,e5e2,0.98640436,338
418,2024-09-05 21:28:41.935286+00,Basil Obsédé,2057,e5e2,0.98640436,270
419,2024-09-05 21:34:07.704488+00,Ignatius Perdu,2058,d2c1,0.9930474,344
420,2024-09-05 21:41:35.669846+00,Remus Machiavélique,2059,c5f2,1,346
421,2024-09-05 21:42:00.843181+00,Montague Dévoué,2059,d6d5,0.97094816,336
422,2024-09-05 22:13:57.666534+00,Montague Dévoué,2063,c8f5,0.9879741,342
423,2024-09-05 22:25:59.32342+00,Ignatius Perdu,2064,b5d4,0.98797363,342
424,2024-09-05 23:59:03.44763+00,Montague Dévoué,2077,e2d1,1,346
425,2024-09-06 05:37:20.641849+00,Ignatius Perdu,2122,f2d1,0.83987886,291
426,2024-09-06 05:44:55.095781+00,Aeronwy Dépressive,2123,d5c4,0.773992,268
427,2024-09-06 05:45:23.498211+00,Aeronwy Dépressive,2123,a6c4,1,346
428,2024-09-06 07:13:21.9034+00,Basil Obsédé,2135,d5c4,1,346
429,2024-09-06 07:13:40.513422+00,Remus Machiavélique,2135,d5c4,1,277
430,2024-09-06 07:28:55.058934+00,Remus Machiavélique,2137,h7g8,1,346
431,2024-09-06 07:29:20.071727+00,Basil Obsédé,2137,h7g8,1,277
432,2024-09-06 07:48:14.136896+00,Basil Obsédé,2139,c4c3,1,346
433,2024-09-06 07:48:21.112566+00,Remus Machiavélique,2139,c4c3,1,277
434,2024-09-06 07:58:55.550147+00,Remus Machiavélique,2141,c3c2,1,346
435,2024-09-06 08:10:47.708787+00,Ignatius Perdu,2142,a1b2,1,346
436,2024-09-06 08:14:17.70807+00,Remus Machiavélique,2143,d3d2,1,346
437,2024-09-06 08:14:31.060572+00,Basil Obsédé,2143,d3d2,1,277
438,2024-09-06 08:19:19.432235+00,Ignatius Perdu,2144,b2c1,1,346
439,2024-09-06 08:36:34.343313+00,Ignatius Perdu,2146,c1c2,1,346
440,2024-09-06 08:37:08.828946+00,Lenore Égoïste,2146,c1b2,0.96253055,336
441,2024-09-06 08:47:20.908281+00,Remus Machiavélique,2147,c5c4,1,346
442,2024-09-06 08:51:04.205591+00,Ignatius Perdu,2148,"",0,0
443,2024-09-06 08:57:22.856985+00,Ignatius Perdu,2149,d2d4,0.9044918,316
444,2024-09-06 09:07:26.552736+00,Remus Machiavélique,2150,d7d5,0.9383387,325
445,2024-09-06 09:19:22.472497+00,Basil Obsédé,2152,c7c6,0.86809665,300
446,2024-09-06 09:19:26.626811+00,Basil Obsédé,2152,b8c6,0.8505587,294
447,2024-09-06 09:19:34.364567+00,Remus Machiavélique,2152,b8c6,0.8505587,235
448,2024-09-06 09:26:28.544419+00,Humphrey Infernal,2153,b1a3,0.67009145,234
449,2024-09-06 09:27:11.894912+00,Humphrey Infernal,2153,d1c1,0.50083363,175
450,2024-09-06 09:28:15.035587+00,Morwenna Calculatrice,2153,g2g3,0.7801595,272
451,2024-09-06 09:29:39.956684+00,Ignatius Perdu,2153,e2e3,0.997753,348
452,2024-09-06 09:41:17.082322+00,Remus Machiavélique,2154,b7b5,0.51673365,179
453,2024-09-06 10:03:19.156181+00,Ignatius Dément,2157,f4g5,0.15255384,53
454,2024-09-06 12:04:02.148091+00,Basil Obsédé,2174,g7h6,0.666642,231
455,2024-09-06 12:05:47.746605+00,Remus Machiavélique,2174,g7h6,0.666642,184
456,2024-09-06 12:55:50.054837+00,Basil Obsédé,2180,d5e4,0.6617335,229
457,2024-09-06 12:56:11.007402+00,Remus Machiavélique,2180,f8h6,1,346
458,2024-09-06 12:56:21.351446+00,Basil Obsédé,2180,f8h6,1,277
459,2024-09-06 13:07:17.214963+00,Remus Machiavélique,2182,b5c4,0.9858415,341
460,2024-09-06 13:07:23.107058+00,Basil Obsédé,2182,b5c4,0.9858415,273
461,2024-09-06 13:22:33.385032+00,Basil Obsédé,2184,b6b4,0.9923489,343
462,2024-09-06 13:34:27.206087+00,Basil Obsédé,2186,g4e2,1,346
463,2024-09-06 13:49:29.378344+00,Remus Machiavélique,2188,b4c3,1,349
464,2024-09-06 13:58:32.782932+00,Ignatius Dément,2189,a1b1,1,352
465,2024-09-06 13:59:02.166797+00,Lenore Égoïste,2189,f1g2,1,352
466,2024-09-06 14:00:52.06371+00,Ignatius Dément,2189,"",0,0
467,2024-09-06 14:51:34.185586+00,Remus Machiavélique,2196,h5f4,1,349
468,2024-09-06 15:11:10.089099+00,Remus Machiavélique,2198,c3a3,1,349
469,2024-09-06 15:19:25.53788+00,Remus Machiavélique,2200,a3c1,1,349
470,2024-09-07 08:01:10.584365+00,Aeronwy Dépressive,2333,d5d2,1,349
471,2024-09-07 08:11:55.580546+00,Aeronwy Dépressive,2335,h5h4,0.9932312,347
502,2024-09-07 08:49:22.521982+00,Lysander Obscur,2352,h5f4,1,352
503,2024-09-07 08:53:10.767805+00,Lysander Obscur,2352,h5f6,1,352
504,2024-09-07 08:55:05.50855+00,Lysander Obscur,2352,h5g7,1,352
505,2024-09-07 08:55:15.552076+00,Ignatius Perdu,2352,h5f6,1,352
506,2024-09-07 08:56:15.573899+00,Lysander Obscur,2352,h5g7,1,352
507,2024-09-07 09:04:17.097124+00,Lysander Obscur,2354,e3e4,1,352
508,2024-09-07 12:09:50.745183+00,Ignatius Perdu,2378,g5f7,0.99299085,350
509,2024-09-07 12:37:09.350386+00,Ignatius Perdu,2382,d8f7,1,352
510,2024-09-07 14:04:11.329675+00,Ignatius Perdu,2394,c5d7,0.997916,351
511,2024-09-07 15:56:54.078928+00,Bram Instable,2409,a1b2,1,352
512,2024-09-07 18:07:25.002845+00,Ignatius Perdu,2426,"",0,0
513,2024-09-07 20:59:18.781942+00,Ignatius Perdu,2449,c3e5,1,352
514,2024-09-08 08:12:26.157098+00,Ignatius Perdu,2539,c3b3,0.9536219,336
515,2024-09-08 08:28:47.773152+00,Ignatius Perdu,2541,f4f5,1,352
516,2024-09-08 08:30:37.71396+00,Ignatius Perdu,2541,c1e3,0.97877765,345
517,2024-09-08 08:30:56.590386+00,Ignatius Perdu,2541,d3d4,0.9655589,340
518,2024-09-08 08:47:27.805782+00,Ignatius Perdu,2543,d4d5,0.9781646,344
519,2024-09-08 08:48:33.256535+00,Ignatius Perdu,2543,f1b5,0.98529,347
520,2024-09-08 08:59:48.571545+00,Ignatius Perdu,2545,g2h4,0.94698197,333
521,2024-09-08 12:48:28.032551+00,Ignatius Perdu,2575,g6f4,1,352
522,2024-09-09 06:28:47.910358+00,Ignatius Perdu,2717,g3e4,1,352
523,2024-09-09 06:28:51.740273+00,Ignatius Perdu,2717,g3e2,1,352
524,2024-09-09 06:29:10.077375+00,Ignatius Perdu,2717,"",0,0
525,2024-09-09 07:42:31.247373+00,Osric Anormal,2727,c8b7,0.9810504,348
526,2024-09-09 11:52:01.817182+00,Waldemar Spectral,2760,g1h3,0.028826177,10
527,2024-09-09 11:52:33.800099+00,Waldemar Spectral,2760,g1e2,0.029398253,10
528,2024-09-09 11:52:39.123402+00,Waldemar Spectral,2760,f3f4,0.034114845,12
529,2024-09-09 11:52:50.622808+00,Waldemar Spectral,2760,h4h5,0.02735204,9
530,2024-09-09 11:57:21.972476+00,Osric Anormal,2761,c6b5,0.8665358,308
531,2024-09-09 11:57:27.6214+00,Osric Anormal,2761,a6b5,0.93855995,333
532,2024-09-09 11:59:38.270021+00,Algernon Charismatique,2761,a6b5,0.93855995,271
